#OTU ID						10283.LS.12.28.2011	10283.LS.4.3.2012	10283.LS.8.7.2012	10283.LS.11.6.2012	10283.LS.1.26.2013	10283.LS.2.8.2013	10283.LS.2.25.2013	10283.LS.3.24.2013	10283.LS.4.7.2013	10283.LS.4.29.2013	10283.LS.7.14.2013	10283.LS.9.3.2013	10283.LS.9.24.2013	10283.LS.11.10.2013	10283.LS.12.14.2013	10283.LS.1.19.2014	10283.LS.2.17.2014	10283.LS.3.23.2014	10283.LS.5.4.2014	10283.LS.6.16.2014	10283.LS.7.27.2014	10283.LS.8.22.2014	10283.LS.8.25.2014	10283.LS.9.28.2014	10283.LS.11.16.2014	10283.LS.12.7.2014	10283.LS.12.17.2014	10283.LS.1.6.2015	10283.LS.1.14.2015	10283.LS.1.25.2015	10283.LS.2.8.2015	10283.LS.2.23.2015	10283.LS.3.8.2015	10283.LS.3.24.2015	10283.LS.4.4.2015	10283.LS.4.19.2015	10283.LS.5.3.2015	10283.LS.5.31.2015	10283.LS.6.14.2015
k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__	g__	0	0	0	0	0	0	0	0	0	0	0	0	0	6.67E-05	6.67E-05	0	0	6.67E-05	0.000133333	0.000133333	0	6.67E-05	0	0.000133333	6.67E-05	0	0	0	0	0	0	0	6.67E-05	0	6.67E-05	0	0	0	0
k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Alcaligenaceae	g__Sutterella	0.000666667	0.000133333	0.0014	0.001	0.0028	0.004533333	0.0046	0.005933333	0.011266667	0.006466667	0.004	0.004866667	0.0086	0.004133333	0.004466667	0.010466667	0.004866667	0.006466667	0.007266667	0.012	0.005266667	0.0066	0.004533333	0.005466667	0.005466667	0.0088	0.018666667	0.003533333	0.009	0.0036	0.0054	0.009	0.009733333	0.003933333	0.004933333	0.001933333	0.0056	0.009133333	0.004
k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__	0	0	0	0.000133333	0.0002	0.000466667	0	0	0	0	0	0	0	0	0	0.000933333	0	0	0	0	0	0	0	6.67E-05	0.000666667	0.0004	0	0	0.0008	0	0	0	0	0.000133333	6.67E-05	0.000266667	0	0.000333333	0.000866667
k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Alicycliphilus	0	0	0	0	0.000133333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.67E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Comamonas	0.000933333	0	0	0	0	0	0	0	6.67E-05	0	0	0	0	0	0	0	6.67E-05	0	0	0	0	0	6.67E-05	0	0	0	0	0	0	0	6.67E-05	0	0	0	0	0	0	6.67E-05	0
k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Limnohabitans	0	0	0	6.67E-05	0.000133333	6.67E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.67E-05	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__	6.67E-05	6.67E-05	6.67E-05	0.0016	0.000333333	0.000466667	0.0002	0.000133333	0.000133333	0.000133333	0	6.67E-05	0.0002	0	0.000266667	0.0002	0.000666667	0.000266667	0.002733333	0.0006	0.000133333	0.000266667	0.000933333	0.000333333	0	0.0006	0.000266667	0.000466667	0.000533333	0.0002	0.0002	0.000333333	0.001	0.000466667	0.000333333	0.000466667	0.0004	0.000733333	0.0004
k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__Cupriavidus	0	0	0	0	0	0	6.67E-05	0	0	6.67E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.67E-05	0	0	6.67E-05	0	0	0	6.67E-05	0	0	6.67E-05	0	6.67E-05
k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__Herminiimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.67E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__Oxalobacter	0.001533333	0	0	0	0	0	0	0	0	0	0	6.67E-05	0	0	0	0	0	6.67E-05	6.67E-05	6.67E-05	0	0	6.67E-05	0	0	0.000133333	0	0	0	0	0	0	0	0	0	0	0	0.000133333	0
k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__Ralstonia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Neisseriales	f__Neisseriaceae	g__	0	0	0	0	0	0	0	0	6.67E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Neisseriales	f__Neisseriaceae	g__Conchiformibius	0.0002	0	0	0	0	0.000466667	0.0006	0.000133333	0.000466667	0	0	0	0	0	6.67E-05	0.000133333	0.000333333	0	6.67E-05	0	0	0	0.000266667	0	6.67E-05	0	0	6.67E-05	0	0	0.000133333	0	0	0.000133333	0	6.67E-05	0	6.67E-05	0.000466667
k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Neisseriales	f__Neisseriaceae	g__Neisseria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.67E-05	0	0	0	0	0	0	0	0	0	0	0	0	6.67E-05	0	0	0	0	0	0	0	0	0	0
k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Rhodocyclales	f__Rhodocyclaceae	g__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.67E-05	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Rhodocyclales	f__Rhodocyclaceae	g__Dechloromonas	0	0	0	0	0	0	0	0	6.67E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Desulfovibrionales	f__Desulfovibrionaceae	g__	0.000266667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Desulfovibrionales	f__Desulfovibrionaceae	g__Bilophila	0	0	0	0.000466667	0.0014	0.002133333	0.009333333	0.0008	0.001933333	0.000866667	0.0038	0.0042	0.004133333	0.002133333	0.007266667	0.006933333	0.007666667	0.003066667	0.009466667	0.003	0.004066667	0.002066667	0.001866667	0.001666667	0.002933333	0.003866667	0.005533333	0.003266667	0.003533333	0.003666667	0.006333333	0.001933333	0.005066667	0.005133333	0.003933333	0.005666667	0.003733333	0.003933333	0.006733333
k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Desulfovibrionales	f__Desulfovibrionaceae	g__Desulfovibrio	0.006866667	0.000933333	0.007066667	0.004866667	0.003733333	0.006866667	0.007066667	0.002933333	0.004133333	0.005533333	0.002733333	0.002066667	0.0028	0.001066667	0.0036	0.0046	0.003533333	0.002733333	0.005733333	0.001866667	0.007533333	0.006666667	0.000866667	0.003266667	0.003866667	0.006866667	0.003133333	0.005066667	0.0078	0.004933333	0.006	0.005733333	0.004933333	0.006466667	0.005733333	0.003866667	0.008266667	0.003533333	0.0084
k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales	f__	g__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.67E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria	p__Proteobacteria	c__Epsilonproteobacteria	o__Campylobacterales	f__Campylobacteraceae	g__Campylobacter	0	0	0	0	0	0.0002	0.0002	6.67E-05	0	0	0	0	6.67E-05	0	0	6.67E-05	6.67E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.67E-05	0	0	0	0	0
k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Aeromonadales	f__Aeromonadaceae	g__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Aeromonadales	f__Succinivibrionaceae	g__Succinivibrio	0	0	0	0	6.67E-05	0	0	0	0	0	0	0	6.67E-05	0	0	0	0	0	0	6.67E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Cardiobacteriales	f__Cardiobacteriaceae	g__Cardiobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.67E-05	0	0	0	0	0	0	0	0
k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales	f__Enterobacteriaceae	g__	0.002333333	0.0004	6.67E-05	0.000466667	0.010866667	0.000533333	0	0.139466667	0.066466667	0.0884	0	0.000533333	0.0008	0.000933333	0.000133333	0.0002	6.67E-05	0	0.0002	0.0004	0.003866667	6.67E-05	6.67E-05	0.000266667	0.000466667	0.0022	0.011	0.002	0.0084	0.000533333	0.0046	0.01	0.004733333	0.0012	0.0108	0.008133333	0.014	0.007266667	0.002866667
k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales	f__Enterobacteriaceae	g__Aquamonas	0	0	0	0	0	0	0	0	0	0	0	0	0.0002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales	f__Enterobacteriaceae	g__Enterobacter	0	0	0	0	0	0	0	0	0	0	6.67E-05	0	6.67E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales	f__Enterobacteriaceae	g__Erwinia	0	0	0	0	0	0	0	0.000533333	6.67E-05	0.000266667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales	f__Enterobacteriaceae	g__Escherichia	6.67E-05	0	0	0	0	0	0	6.67E-05	6.67E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.67E-05	0
k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales	f__Enterobacteriaceae	g__Klebsiella	0	0	0	0	0	6.67E-05	0	0	0	0	0	0	6.67E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales	f__Enterobacteriaceae	g__Leminorella	0	0	0	0	0	0	0	0	0	6.67E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales	f__Enterobacteriaceae	g__Morganella	0	0.000133333	0	6.67E-05	6.67E-05	0.000333333	0.000666667	0.000266667	0.000266667	6.67E-05	0.000133333	6.67E-05	0.0002	6.67E-05	0	0.000466667	0.000466667	0	0.000533333	0.0002	0.0004	0.000133333	0	0.018866667	0.0102	0.028466667	0.083266667	0.035266667	0.014	0.012266667	0.032133333	0.0648	0.081933333	0.006866667	0.022466667	0.061466667	0.021933333	0.069133333	0.010466667
k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales	f__Enterobacteriaceae	g__Plesiomonas	0	0	0	0	0	0	0	0.000466667	6.67E-05	0.000266667	0	0	0	0	0	0	0	0	0	0	6.67E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales	f__Enterobacteriaceae	g__Proteus	0	0	0	0	0	0	0	6.67E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales	f__Enterobacteriaceae	g__Providencia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.67E-05	0	0	0	0	6.67E-05	0	0
k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales	f__Enterobacteriaceae	g__Raoultella	0	0	0	0	0	0	0	6.67E-05	6.67E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales	f__Enterobacteriaceae	g__Salmonella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.67E-05	0	6.67E-05	0	0	0	0	0	0	0	0	0	0
k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales	f__Enterobacteriaceae	g__Serratia	0	0	0	0	0.0176	0	6.67E-05	0.0366	0.020666667	0.027266667	0	0	6.67E-05	0	6.67E-05	0	0	0.0002	0	6.67E-05	0.001666667	6.67E-05	6.67E-05	6.67E-05	0	0	0	0	0	0	0	6.67E-05	0	6.67E-05	0	0	0	6.67E-05	0
k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Legionellales	f__Legionellaceae	g__Legionella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.67E-05	0	0	0	0	0	6.67E-05	6.67E-05	0
k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	g__	0	0	0	0	0	0	0	0	0	6.67E-05	0	0	6.67E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	g__Aggregatibacter	0	6.67E-05	0	0	0	0.0004	0.003066667	6.67E-05	0.011533333	0.0004	6.67E-05	0.000133333	6.67E-05	6.67E-05	0.000266667	0.0004	0.0002	6.67E-05	0.000666667	0	0.001533333	6.67E-05	6.67E-05	0	0.000733333	0	0.000533333	0.0006	0	0	0	0	0	0.000533333	0	0.002133333	0	0	0.000733333
k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	g__Haemophilus	0	0.000133333	0	0	0.0002	6.67E-05	6.67E-05	0.000333333	0.000133333	6.67E-05	6.67E-05	0.000133333	0.0002	6.67E-05	6.67E-05	0.0004	0	0	6.67E-05	0	0	6.67E-05	0	0.0002	0	0	0.000266667	6.67E-05	0	6.67E-05	0	6.67E-05	6.67E-05	0	6.67E-05	0	0	6.67E-05	0
k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__	0	0	0	0	0	0	0	0	0	6.67E-05	0	0	0	0	0	0	0	0	6.67E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__Acinetobacter	0	0	6.67E-05	0	6.67E-05	6.67E-05	0	0	0	0	0	0	6.67E-05	0	0	0	0	6.67E-05	0	0	0	0	6.67E-05	0	0	0	0	0	6.67E-05	0	0	6.67E-05	0	0	0	0	0	0	0
k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__Psychrobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.67E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	0	0	0	6.67E-05	0	0	0	0	0	6.67E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.67E-05	0	0	0	0	0	0	0	6.67E-05	0	0	0	0
k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.67E-05	0	0	0	0	0	0	0	0	0	0
k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Pseudoxanthomonas	0	0	0	0	0	0	0	0	0	0	0	0	0.000133333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Stenotrophomonas	0	0	0	0	0	6.67E-05	6.67E-05	0	0	0	0	0	0	0	6.67E-05	6.67E-05	0.000466667	0	0	6.67E-05	0	6.67E-05	0	0	0	0	0	0	0	0	0	0	0	6.67E-05	0	0	0	6.67E-05	0
k__Bacteria	p__Synergistetes	c__Synergistia	o__Synergistales	f__Dethiosulfovibrionaceae	g__Pyramidobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.67E-05	0	0
k__Bacteria	p__Synergistetes	c__Synergistia	o__Synergistales	f__Synergistaceae	g__Synergistes	0.0002	0	6.67E-05	0.000133333	6.67E-05	0.000133333	0.0002	0	0	0	0	0	0	0	6.67E-05	0	0.000466667	0.000266667	0.000333333	6.67E-05	0.000266667	0	0.0002	0	0	0.0002	0	0	0.000266667	0.000133333	6.67E-05	6.67E-05	0.0002	0.000466667	0	0.000466667	0	0	0.000133333
k__Bacteria	p__TM7	c__TM7-3	o__	f__	g__	6.67E-05	0.000133333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria	p__Tenericutes	c__Mollicutes	o__RF39	f__	g__	0.0012	0	0.000133333	0.0002	0.001466667	0.001	0.000333333	0.0028	0.001466667	0.0002	0.002	0.0002	0.001266667	0.002266667	0.000133333	0.000266667	0.0006	0.001933333	0.001	0.001133333	0.001133333	0.000133333	6.67E-05	0.0002	0.0004	0.000133333	0.0018	0	0.001466667	0.0008	0.0002	0.0006	6.67E-05	6.67E-05	0.0004	0.001533333	0.000666667	6.67E-05	0.0026
k__Bacteria	p__Tenericutes	c__RF3	o__ML615J-28	f__	g__	0.000266667	0	0	0.0002	0.000666667	0.001266667	0.003133333	0.000133333	0	0.000133333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria	p__Verrucomicrobia	c__Verrucomicrobiae	o__Verrucomicrobiales	f__Verrucomicrobiaceae	g__Akkermansia	0.1554	0.012333333	0.037266667	0.069	0.025266667	0.022933333	0.054066667	0.004333333	0.0046	0.0044	0.002533333	0.0008	0.000266667	0.000666667	0.007533333	0.128733333	0.050733333	0.0426	0.043666667	0.054	0.083466667	0.010666667	0.09	0.003866667	0.0028	0.0138	0.006666667	0.097466667	0.107866667	0.216266667	0.046933333	0.005266667	0.034333333	0.120133333	0.0094	0.181733333	0.028933333	0.073066667	0.080666667
